"airlineid","airlinename","alias","countryid"
"4633","Star XL German Airlines","","15"
"4634","Skyhaul","","156"
"4635","Starship","","111"
"4636","Servicios Ejecutivos Gosa","","111"
"4637","Superior Aviation","","16"
"4638","Samaritan Air Service","","4"
"4639","Skyraidybos Mokymo Centras","","218"
"4640","Sky Europe Airlines","","105"
"4641","Svenska Direktflyg","","31"
"4642","Sky Helicopteros","","60"
"4643","Skytaxi","","30"
"4644","Silvair","","16"
"4645","Servicios Aereos Ilsa","","111"
"4646","Sincom-Avia","","191"
"4647","Safat Airlines","","137"
"4648","Saha Airlines Services","","137"
"4649","Sunline Express","","74"
"4650","Secure Air Charter","","16"
"4651","Sark International Airways","","19"
"4652","Spanair","","60"
"4653","Salem","","187"
"4654","Servicios Aereos Copters","","161"
"4655","Servicios Aereos Expecializados En Transportes Petroleros","","164"
"4656","Skybridge Airops","","89"
"4657","Sky Aeronautical Services","","111"
"4658","Servicios Aereos Ejecutivos De La Laguna","","111"
"4659","Servico Leo Lopex","","111"
"4660","Servicios Aereos Estrella","","111"
"4661","South African Air Force","","32"
"4662","Sky Limo Corporation","","16"
"4663","SANSA","","114"
"4664","Spectrum Aviation Incorporated","","19"
"4665","SOS Helikoptern Gotland","","31"
"4666","Sundt Air","","29"
"4667","Servicios Aereos Milenio","","111"
"4668","SAAD (A320) Limited","","118"
"4669","Servicios Aereos Moritani","","111"
"4670","San Juan Airlines","","16"
"4671","Servico Aereo Regional","","52"
"4672","Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica","","114"
"4673","Servicios Aereos MTT","","111"
"4674","Sabre Pacific","","125"
"4675","Sabre","","16"
"4676","Sierra Nevada Airlines","","16"
"4677","Siren-Travel","","190"
"4678","Sirena","","190"
"4679","Sky Trek International Airlines","","0"
"4680","Southern Cross Distribution","","125"
"4681","Sutra","","16"
"4682","SNCF","","86"
"4683","Star Equatorial Airlines","","67"
"4684","Seulawah Nad Air","","205"
"4685","Servicios Aereos del Nazas SA de CV","","111"
"4686","Simpson Air Ltd","","4"
"4687","Spirit Airlines","","16"
"4688","Servicios Aereos Latinoamericanos","","111"
"4689","Servicios Aereos Monarrez","","111"
"4690","Societe De Transport Aerien De Mauritanie","","66"
"4691","SATENA","","164"
"4692","Servicios Aereos Del Norte","","111"
"4693","Servicios Intergrales De Aviacion","","111"
"4694","Slok Air Gambia","","59"
"4695","Soko Aviation","","60"
"4696","Solar Cargo","","170"
"4697","Soloflight","","19"
"4698","Sonnig SA","","98"
"4699","Sosoliso Airlines","","10"
"4700","Servicios Aereos Noticiosos","","111"
"4701","South Airlines","","191"
"4702","Skywest Airlines","","125"
"4703","Sokol","","190"
"4704","South Carolina Aeronautics Commission","","16"
"4705","Servicios Aereos Premier","","111"
"4706","Survey Udara (Penas)","","205"
"4707","Servicios Aereos Poblanos","","111"
"4708","Servicios Aereos Profesionales","","107"
"4709","Southeastern Airways","","16"
"4710","Spurwing Airlines","","32"
"4711","Sky Trek International Airlines","","16"
"4712","Shandong Airlines Rainbow Jet","","214"
"4713","SA Airlink Regional","","32"
"4714","Servicio Aereo Regional Regair","","162"
"4715","Scoala Superioara De Aviatie Civila","","97"
"4716","Servicios Aereos Regiomontanos","","111"
"4717","S-Air","","190"
"4718","Servicios De Rampa Y Mostrador","","111"
"4719","SNAS Aviation","","136"
"4720","Skybus Airlines","","16"
"4721","Skymaster Air Lines","","16"
"4722","Sky Harbor Air Service","","16"
"4723","Sky Tours","","16"
"4724","Sakaviaservice","","223"
"4725","Skycraft","","16"
"4726","Skycraft Air Transport","","4"
"4727","Skyking","","19"
"4728","SkyKing Turks and Caicos Airways","","106"
"4729","Skylink Aviation","","4"
"4730","Skycharter (Malton)","","4"
"4731","Skyline Aviation Services","","16"
"4732","Scottish Airways Flyers","","19"
"4733","Skyscapes Air Charters","","32"
"4734","Sky Service","","14"
"4735","Santa Barbara Airlines","","170"
"4736","Skystar Airways","","204"
"4737","Sky Airline","","161"
"4738","SkyWest","","16"
"4739","Skyways Express","","31"
"4740","Skymark Airlines","","156"
"4741","Skyway Enterprises","","16"
"4742","Sierra National Airlines","","61"
"4743","Slok Air","","10"
"4744","Silver Air","","91"
"4745","Streamline","","32"
"4746","Starfly","","89"
"4747","Saskatchewan Government","","4"
"4748","Silverhawk Aviation","","16"
"4749","Servicios Aereos de Los Angeles","","111"
"4750","SilkAir","","211"
"4751","Slovak Airlines","","105"
"4752","Surinam Airways","","166"
"4753","Sloane Aviation","","19"
"4754","Salpa Aviation","","77"
"4755","Servicios Aereos Slainte","","111"
"4756","Stella Aviation","","66"
"4757","Salama Airlines Nigeria","","10"
"4758","Sete Linhas Aereas","","160"
"4759","Sky Line for Air Services","","77"
"4760","Super Luza","","48"
"4761","SMA Airlines","","10"
"4762","Sabang Merauke Raya Air Charter","","205"
"4763","Servicios Aereos La Marquesa","","111"
"4764","Servant Air","","16"
"4765","Semos","","187"
"4766","Smalandsflyg","","31"
"4767","Smithair","","16"
"4768","Semeyavia","","187"
"4769","Smith Air (1976)","","4"
"4770","Summit Airlines","","16"
"4771","Samar Air","","193"
"4772","Somon Air","","193"
"4773","Skyline","","10"
"4774","Servicios Aerecs Del Sol","","316"
"4775","Senator Aviation Charter","","15"
"4776","Sterling Airlines","","26"
"4777","Servicios Aereos De Nicaragua (SANSA)","","112"
"4778","Shans Air","","190"
"4779","Senair Services","","65"
"4780","Savanah Airlines","","10"
"4781","Skynet Asia Airways","","156"
"4782","Southeast Airlines (Sun Jet International)","","16"
"4783","Soonair Lines","","16"
"4784","Servizi Aerei","","89"
"4785","Sun Pacific International","","16"
"4786","Sun Quest Executive Air Charter","","16"
"4787","Societe Centrafricaine De Transport Aerien","","37"
"4788","Suncoast Aviation","","16"
"4789","Snunit Aviation","","92"
"4790","Sudanese States Aviation","","77"
"4791","Sun West Airlines","","16"
"4792","Sun Air Aviation Services","","4"
"4793","Stabo Freight","","43"
"4794","Southern Cargo Air Lines","","190"
"4795","Southern Ohio Aviation Sales","","16"
"4796","Southern Aviation","","43"
"4797","Solomon Airlines","","225"
"4798","Somali Airlines","","245"
"4799","Sunshine Air Tours","","16"
"4800","Southern Air","","16"
"4801","Solinair","","90"
"4802","Sonair Servico Aereo","","48"
"4803","Southeast Correct Craft","","16"
"4804","Southern Airways","","16"
"4805","Saratov Aviation Division","","190"
"4806","Sowind Air","","4"
"4807","Solid Air","","312"
"4808","Sat Airlines","","187"
"4809","Sierra Pacific Airlines","","16"
"4810","Springbok Classic Air","","32"
"4811","Skyworld Airlines","","16"
"4812","Sprague Electric Company","","16"
"4813","Space World Airline","","10"
"4814","Springdale Air Service","","16"
"4815","Sapphire Executive Air","","32"
"4816","South Pacific Island Airways","","16"
"4817","Servicios Corporativos Aereos De La Laguna","","111"
"4818","Skorpion Air","","82"
"4819","Sapphire Aviation","","16"
"4820","Servicios Aereos Palenque","","111"
"4821","Servicios Aereos Tribasa","","111"
"4822","Shuttle America","","16"
"4823","SAAB Nyge Aero","","31"
"4824","Spark Air","","204"
"4825","S C Ion Tiriac","","97"
"4826","Starlite Aviation","","32"
"4827","Servicios Aereos Corporativos","","66"
"4828","Societe Tout Tranport Mauritanien","","66"
"4829","Servicios Aereos Tamazula","","111"
"4830","Shar Ink","","190"
"4831","Second Sverdlovsk Air Enterprise","","190"
"4832","Servicios Aereos Universitarios","","111"
"4833","Skif-Air","","191"
"4834","Smarkand Aero Servise","","194"
"4835","Samarkand Airways","","194"
"4836","Servicios Aereos Avandaro","","111"
"4837","Stichting Vliegschool 16Hoven","","24"
"4838","Silverback Cargo Freighters","","76"
"4839","Sirvair","","111"
"4840","Scat Air","","187"
"4841","Sunset Aviation","","16"
"4842","Sport Air Travel","","16"
"4843","Swift Copters","","98"
"4844","Skyrover CC","","32"
"4845","Safarilink Aviation","","74"
"4846","SENEAM","","111"
"4847","Southport Air Service","","16"
"4848","Spectrum Air Service","","16"
"4849","Stephenville Aviation Services","","4"
"4850","Servicios Aereos Textra","","111"
"4851","Sector Airlines","","4"
"4852","Skyplan Services","","4"
"4853","Stewart Aviation Services","","16"
"4854","Sirin","","0"
"4855","Star Air","","26"
"4856","Servicios Aereos Integrales / Flyant","","60"
"4857","State Flight Academy of Ukraine","","191"
"4860","Trans Jet Airways","","31"
"4861","Turbot Air Cargo","","65"
"4862","Tranporte Aereo Dominicano","","107"
"4863","TAME","","162"
"4864","Trans International Express Aviation","","16"
"4865","TAG Aviation USA","","16"
"4866","Talair","","1"
"4867","TAM Brazilian Airlines","","160"
"4868","Transaustralian Air Express","","125"
"4869","TAP Portugal","TAP Air Portugal","95"
"4870","Tunisair","","12"
"4871","Transportes Aereos Tauro","","111"
"4872","Travelair","","15"
"4873","TNT Airways","","14"
"4874","Transbrasil","","160"
"4875","Turbine Air Cargo UK","","19"
"4876","Thunderbird Tours","","4"
"4877","Tropical Airways","","116"
"4878","Trinity Air Bahamas","","119"
"4879","TAB Express International","","16"
"4880","Taban Air Lines","","137"
"4881","Teebah Airlines","","61"
"4882","Tubelair","","12"
"4883","Tobago Express","","184"
"4884","Tropican Air Services","","73"
"4885","Transporte del Caribe","","164"
"4886","Trans Continental Airlines","","77"
"4887","Tchad Airlines","","54"
"4888","Trans-Colorado Airlines","","16"
"4889","Thai Air Cargo","","204"
"4890","Transcontinental Air","","135"
"4891","Teledyne Continental Motors","","16"
"4892","Trans Continental Airlines","","16"
"4893","Transcorp Airways","","19"
"4894","Transcontinental Sur","","169"
"4895","Transglobal Airways Corporation","","158"
"4896","Thomas Cook Airlines","","14"
"4897","Thomas Cook Airlines","","19"
"4898","Twin Cities Air Service","","16"
"4899","Tadair","","60"
"4900","Tellavia / Flight One","","16"
"4901","Transportes Aereos de Ixtlan","","111"
"4902","Tandem Aero","","100"
"4903","TRADO","","107"
"4904","Trade Air","","84"
"4905","Taxi Aero Nacional Del Evora","","111"
"4906","Tradewinds Airlines","","16"
"4907","Tenir Airlines","","188"
"4908","Teamline Air","","94"
"4909","Tecnicas Fotograficas","","60"
"4910","Tempelhof Airways","","16"
"4911","Telford Aviation","","16"
"4912","Tech-Mont Helicopter Company","","105"
"4913","Tennessee Airways","","16"
"4914","Territorial Airlines","","16"
"4915","TAES Transportes Aereos de El Salvador","","115"
"4916","Transeuropean Airlines","","190"
"4917","Tepavia-Trans Airlines","","100"
"4918","Trans-Florida Airlines","","16"
"4919","Tair Airways","","158"
"4920","Talon Air","","16"
"4921","Trabajos Aereos Murcianos","","60"
"4922","Thai Flying Helicopter Service","","204"
"4923","Transport Facilitators","","16"
"4924","Transafrik International","","51"
"4925","Transportes Aereos del Pacifico","","111"
"4926","Thai Flying Service","","204"
"4927","Transportes Aereos San Rafael","","161"
"4928","Tayside Aviation","","19"
"4929","TG Aviation","","19"
"4930","Trabajos Aereos","","60"
"4931","Transportes Aereos Regionales","","111"
"4932","TAG Aviation Espana","","60"
"4933","Trigana Air Service","","205"
"4934","Titan Airways","","19"
"4935","Transport Canada","","4"
"4936","Tiger Airways","","211"
"4937","Tiger Airways Australia","","125"
"4938","Transair Gabon]","","50"
"4939","Trans Guyana Airways","","171"
"4940","Thai Airways International","","204"
"4941","Tar Heel Aviation","","16"
"4942","Toumai Air Tchad","","54"
"4943","Touraine Helicoptere","","86"
"4944","Thai Global Airline","","204"
"4945","Thai Jet Intergroup","","204"
"4946","Turk Hava Kurumu Hava Taksi Isletmesi","","99"
"4947","Thai AirAsia","Thai Air Asia","204"
"4948","TACA De Honduras","","109"
"4949","Tehran Airline","","137"
"4950","Thunder Airlines","","4"
"4951","Turkish Airlines","","99"
"4952","Trans Helicoptere Service","","86"
"4953","Trans International Airlines","","16"
"4954","Travel International Air Charters","","43"
"4955","Time Air","","91"
"4956","Tic Air","","125"
"4957","Tajikistan International Airlines","","193"
"4958","TEAM Transportes Aereos","","160"
"4959","Taino Tours","","107"
"4960","Tesis","","190"
"4961","Transcarga Intl Airways","","170"
"4962","Tajikair","","193"
"4963","Tien-Shan","","187"
"4964","Tyrolean Jet Service","","94"
"4965","Twin Jet","","86"
"4966","Tikal Jets Airlines","","108"
"4967","Take Air Line","","86"
"4968","Tropical International Airways","","179"
"4969","Thai Sky Airlines","","204"
"4970","Translift Airways","","25"
"4971","Transport Africa","","61"
"4972","Trans Atlantic Airlines","","61"
"4973","Eagle Canyon Airlines","","16"
"4974","Tulip Air","","312"
"4975","Tunisavia","","12"
"4976","TLC Air","","16"
"4977","Turtle Airways","","122"
"4978","Travelair","","169"
"4979","Telesis Transair","","16"
"4980","Top-Fly","","60"
"4981","Trans Mediterranean Airlines","","142"
"4982","Transmed Airlines","","73"
"4983","Tri-MG Intra Asia Airlines","","205"
"4984","Taxis Turisticos Marakame","","111"
"4985","Tamir Airways","","92"
"4986","Tomahawk Airways","","16"
"4987","TAM","","47"
"4988","TMC Airlines","","16"
"4989","TRAM","","66"
"4990","Timberline Air","","4"
"4991","Temsco Helicopters","","16"
"4992","Trans Midwest Airlines","","16"
"4993","Tramon Air","","32"
"4994","Transportes Aereos del Mundo Maya","","111"
"4995","Tranporte Amazonair","","170"
"4996","Trans Air-Benin","","6"
"4997","Taxis Aereos del Noroeste","","111"
"4998","Transafricaine","","7"
"4999","Tennessee Air National Guard 164th Airlift Group","","16"
"5000","Transair International Linhas Aereas","","16"
"5001","Tengeriyn Ulaach Shine","","216"
"5002","Tiara Air","","181"
"5003","Transped Aviation","","94"
"5004","Tanana Air Services","","16"
"5005","Trans North Turbo Air","","4"
"5006","Transnorthern","","16"
"5007","Trans Nation Airways","","69"
"5008","Trener Ltd","","88"
"5009","Twin Town Leasing Company","","16"
"5010","Tobruk Air","","75"
"5011","TOJ Airlines","","193"
"5012","Tol-Air Services","","16"
"5013","Thomsonfly","","19"
"5014","Top Air","","99"
"5015","Toronto Airways","","4"
"5016","Tropic Air","","120"
"5017","Totavia","","4"
"5018","Tower Air","","16"
"5019","Toyota Canada","","4"
"5020","TAMPA","","164"
"5021","Top Speed","","94"
"5022","Taxis Aereos del Pacifico","","111"
"5023","Transportes Aereos Pegaso","","111"
"5024","TAR Interpilot","","66"
"5025","Transpais Aereo","","111"
"5026","Transportacion Aerea del Norte","","111"
"5027","Transpac Express","","125"
"5028","Taxis Aereos De Parral","","111"
"5029","TAPSA Transportes Aereos Petroleros","","138"
"5030","Transportes Aereo del Sureste","","111"
"5031","Trans American Airlines (Trans Am)","","168"
"5032","Thai Pacific Airlines Business","","204"
"5033","Transportes Aereos De Xalapa","","111"
"5034","Trans-Provincial Airlines","","4"
"5035","Transportes La Paz","","111"
"5036","Taquan Air Services","","16"
"5037","Transportacion Aerea De Queretaro","","111"
"5038","TransAsia Airways","","155"
"5039","Transavia Holland","","24"
"5040","Trans Air Charter","","16"
"5041","TACV","","95"
"5042","Trans Island Air","","173"
"5043","Taxi Air Fret","","86"
"5044","TRAGSA (Medios Aereos)","","60"
"5045","Trans Euro Air","","19"
"5046","Transport Aerien de Mauritanie","","66"
"5047","Tropic Airlines-Air Molokai","","16"
"5048","Turdus Airways","","312"
"5049","Tramson Limited","","77"
"5050","Trans Arabian Air Transport","","77"
"5051","Triangle Airline (Uganda)","","80"
"5052","Transwestern Airlines of Utah","","16"
"5053","Tristar Airlines","","16"
"5054","TransMeridian Airlines","","16"
"5055","Transair France","","86"
"5056","TAF-Linhas Aereas","","160"
"5057","Transmile Air Services","","208"
"5058","Trans-Air-Congo","","296"
"5059","Transport'air","","86"
"5060","Trast Aero","","188"
"5061","Trast Aero","","188"
"5062","Thai Aviation Services","","204"
"5063","Taftan Airlines","","137"
"5064","Transwest Air","","4"
"5065","Trans Sayegh Airport Services","","142"
"5066","Trans-Air Services","","10"
"5067","Transaero Airlines","","190"
"5068","Transportes Aereos Inter","","108"
"5069","Trans Service Airlift","","301"
"5070","Tri-State Aero","","16"
"5071","TRAST","","187"
"5072","Tropair Airservices","","19"
"5073","Transwings","","98"
"5074","Thai Star Airlines","","204"
"5075","Tristar Air","","73"
"5076","TTA - Sociedade de Transporte e Trabalho Aereo","","52"
"5077","Transteco","","48"
"5078","Tarhan Tower Airlines","","99"
"5079","Total Linhas Aereas","","160"
"5080","Triple O Aviation","","10"
"5081","Transportaciones Y Servicios Aereos","","111"
"5082","Transporte Aereo Tecnico Ejecutivo","","111"
"5083","Turkmenistan Airlines","Turkmenhovayollary","159"
"5084","Turismo Aereo de Chile","","161"
"5085","Tuninter","","12"
"5086","Tulpar Air","","190"
"5087","Tyumenspecavia","","190"
"5088","Taxi Aereo Turistico","","111"
"5089","Tulpar Air Service","","187"
"5090","Tuna Aero","","31"
"5091","Trans America Airlines","","16"
"5092","Trabajos Aereos Vascongados","","60"
"5093","Tiramavia","","100"
"5094","Travel Service","","88"
"5095","Transavio","","89"
"5096","Tavrey Airlines","","191"
"5097","Travel Service","","91"
"5098","Trans World Airlines","TWA","16"
"5099","Transwede Airways","","31"
"5100","Twinjet Aircraft Sales","","19"
"5101","Tradewinds Aviation","","4"
"5102","Transairways","","52"
"5103","Twente Airlines","","24"
"5104","Trans Air Welwitchia","","48"
"5105","Texair Charter","","16"
"5106","Transaviaexport","","192"
"5107","Transilvania Express","","97"
"5108","Taxi Aereo Cozatl","","111"
"5109","Taxi Aereo de Mexico","","111"
"5110","Texas National Airlines","","16"
"5111","Taxis Aereos de Sinaloa","","111"
"5112","Taxirey","","111"
"5113","Texas Airlines","","16"
"5114","Texas Air Charters","","16"
"5115","Tex Star Air Freight","","16"
"5116","Tayflite","","19"
"5117","Trygg-Flyg","","31"
"5118","Tyrol Air Ambulance","","94"
"5119","Transporte Aereo Ernesto Saenz","","111"
"5120","Tajikstan","","193"
"5121","Thyssen Krupp AG","","15"
"5122","TUIfly Nordic","","31"
"5123","Transportes Aereos Bolivianos","","165"
"5124","Tiphook PLC","","19"
"5125","Top Flight Air Service","","16"
"5126","Trans America","","16"
"5127","Triple Alpha","","15"
"5128","Tashkent Aircraft Production Corporation","","194"
"5129","Texas Airways","","16"
"5130","Transportes Aereos Don Carlos","","161"
"5131","Telnic Limited","","19"
"5132","Triton Airlines","","4"
"5133","TAAG Angola Airlines","","48"
"5134","Tassili Airlines","","5"
"5135","Transporte Ejecutivo Aereo","","111"
"5136","Transportes Aereos Nacionales De Selva Tans","","168"
"5137","TAG Farnborough Airport","","19"
"5138","Transaviaservice","","223"
"5139","TAG Aviation","","98"
"5140","The 955 Preservation Group","","19"
"5141","Trans-Air-Link","","16"
"5142","Tradewind Aviation","","16"
"5143","Trail Lake Flying Service","","16"
"5144","TAF Helicopters","","60"
"5145","Tango Bravo","","86"
"5146","Turkish Air Force","","99"
"5147","Thryluthjonustan","","3"
"5148","TA-Air Airline","","137"
"5149","Tara Air Line","","137"
"5150","Trading Air Cargo","","66"
"5151","Trans-Kiev","","191"
"5152","Tal Air Charters","","4"
"5153","Transcontinental Airlines","","187"
"5154","Transaviabaltika","","218"
"5155","Transair-Gyraintiee","","190"
"5156","TAM Mercosur","","163"
"5157","The Lancair Company","","16"
"5158","The Army Aviation Heritage Foundation","","16"
"5159","Top Sky International","","205"
"5160","Trans States Airlines","","16"
"5161","Trans Atlantis","","4"
"5162","Transportacion Aerea Del Mar De Cortes","","111"
"5163","Transporte Aero MGM","","111"
"5164","Tigerfly","","19"
"5165","Transportes Aereos Amparo","","111"
"5166","Trans Air","","16"
"5167","Transportes Aereos Mexiquenses","","111"
"5168","Travelsky Technology","","214"
"5169","Thalys","","14"
"5171","TNT International Aviation","","19"
"5172","Open Skies Consultative Commission","","16"
"5173","Trans-Pacific Orient Airways","","158"
"5174","Tauranga Aer Club","","132"
"5175","TSSKB-Progress","","190"
"5176","Trans World Express","","16"
"5177","Trans Reco","","66"
"5178","Tas Aviation","","16"
"5179","Tarom","","97"
"5180","Transportes Aereos I.R. Crusoe","","161"
"5181","Transportes Aereos Sierra","","111"
"5182","Tbilisi Aviation University","","223"
"5183","Trans Am Compania","","162"
"5184","Trans Sahara Air","","10"
"5185","Transportes Aereos Sierra Madre","","111"
"5186","Trans Asian Airlines","","187"
"5187","Turan Air","","189"
"5188","TRIP Linhas A","","160"
"5189","Tusheti","","223"
"5190","TAPC Aviatrans Aircompany","","194"
"5191","Trans-Ulgii","","216"
"5192","Transarabian Transportation Services","","80"
"5193","Transaven","","170"
"5194","Tag Aviation UK","","19"
"5195","Tbilaviamsheni","","223"
"5196","Taxi de Veracruz","","111"
"5197","Travel Express Aviation Services","","205"
"5198","Taxi Aero Del Norte","","111"
"5199","Transports et Travaux A","","0"
"5202","USAF Air Mobility Operations Control Center","","16"
"5203","U.S. Department of the Interior","","16"
"5204","United Kingdom Civil Aviation Authority","","19"
"5205","Union des Transports Africains de Guinee","","67"
"5206","US Army Parachute Team","","16"
"5207","USA3000 Airlines","","16"
"5208","United Arabian Airlines","","77"
"5209","United Airlines","","16"
"5210","United Air Charters","","55"
"5211","United Carriers Systems","","16"
"5212","United Eagle Airlines","","214"
"5213","United Feeder Service","","16"
"5214","United Kingdom Civil Aviation Authority","","19"
"5215","United Kingdom Royal VIP Flights","","19"
"5216","United Kingdom Royal VIP Flight","","19"
"5217","United Kingdom Civil Aviation Authority","","19"
"5218","United Kingdom Royal VIP Flights","","19"
"5219","United States Coast Guard Auxiliary","","16"
"5220","United States Department Of Agriculture","","16"
"5221","University Air Squadron","","19"
"5222","University Air Squadron","","19"
"5223","University Air Squadron","","19"
"5224","University Air Squadron","","19"
"5225","Universal Avia","","191"
"5226","UK HEMS","","19"
"5227","USA Jet Airlines","","16"
"5228","Unijet","","86"
"5229","US Marshals Service","","16"
"5230","University of North Dakota","","16"
"5231","Universal Airlines","","16"
"5232","Uganda Royal Airways","","80"
"5233","United Aviation Services","","60"
"5234","Ural Airlines","","190"
"5235","Ukraine Transavia","","191"
"5236","United Arab Emirates Air Force","","143"
"5237","Union Africaine des Transports","","242"
"5238","Uganda Air Cargo","","80"
"5239","US Airports Air Charter","","16"
"5240","Ucoaviacion","","60"
"5241","Ues-Avia Aircompany","","191"
"5242","UFS","","16"
"5243","Uganda Airlines","","80"
"5244","Urgemer Canarias","","60"
"5245","Ukrainian Helicopters","","191"
"5246","Ulyanovsk Higher Civil Aviation School","","190"
"5247","Universal Jet Rental de Mexico","","111"
"5248","Universal Jet Aviation","","16"
"5249","UK International Airlines","","19"
"5250","Ukraine Air Alliance","","191"
"5251","UM Airlines","","191"
"5252","Ukraine Air Enterprise","","191"
"5253","United Kingdom Home Office","","19"
"5254","Ukrainian Cargo Airways","","191"
"5255","Ultrair","","16"
"5256","Unitemp-M","","190"
"5257","Uni-Fly","","26"
"5258","Union Flights","","16"
"5259","Universal Jet","","60"
"5260","Unsped Paket Servisi","","99"
"5261","Unifly Servizi Aerei","","89"
"5262","Ukrainian Pilot School","","191"
"5263","United Parcel Service","","16"
"5264","Uraiavia","","190"
"5265","US Airways","","16"
"5266","US Check Airlines","","16"
"5267","USAfrica Airways","","16"
"5268","US Helicopter","","16"
"5269","US Jet","","16"
"5270","US Express","","16"
"5271","UTair Aviation","","190"
"5272","UTAGE","","38"
"5273","Utair South Africa","","32"
"5274","Ukrainian State Air Traffic Service Enterprise","","191"
"5275","Urartu-Air","","219"
"5276","Universal Airways","","16"
"5277","Universal Airlines","","171"
"5278","Uvavemex","","111"
"5279","United States Air Force","","16"
"5280","United Aviation","","141"
"5281","Uzbekistan Airways","","194"
"5282","Ukraine International Airlines","","191"
"5283","Universal Airlines","","16"
"5284","US Helicopter Corporation","","16"
"5288","V Australia Airlines","","125"
"5289","V Bird Airlines Netherlands","","24"
"5290","V-avia Airline","","191"
"5291","V-Berd-Avia","","219"
"5292","Vacationair","","4"
"5293","Valair AG (Helicoptere)","","98"
"5294","Valan International Cargo Charter","","32"
"5295","Valan Limited","","100"
"5296","Valfell-Verkflug","","3"
"5297","Valuair","","211"
"5298","Van Air Europe","","91"
"5299","Vanguardia en Aviacion en Colima","","111"
"5300","Vanguard Airlines","","16"
"5301","Vasco Air","","206"
"5302","Vega","","187"
"5303","Vega Air Company","","191"
"5304","Veles","","317"
"5305","Verataxis","","111"
"5306","Veritair Ltd","","19"
"5307","Voyageur Airways","","4"
"5308","Vernicos Aviation","","85"
"5309","Vietnam Airlines","","206"
"5310","Vozdushnaya Academy","","187"
"5311","VIM Airlines","","190"
"5312","VIM-Aviaservice","","190"
"5313","VIA Rail Canada","","4"
"5314","Victoria Aviation","","19"
"5315","Viscount Air Service","","16"
"5317","Vision Airlines","","10"
"5318","VIP Air Charter","","16"
"5319","VIP Avia","","187"
"5320","VIP Avia","","217"
"5321","Visionair","","25"
"5322","Viasa","","170"
"5323","VICA - Viacao Charter Aereos","","160"
"5324","Volare Air Charter Company","","16"
"5325","Volaris","","111"
"5326","Volga-Dnepr Airlines","","190"
"5327","Vega Airlines","","82"
"5328","Venescar Internacional","","170"
"5329","Victor Echo","","60"
"5330","Virgin Express Ireland","","25"
"5331","Virgin America","","16"
"5332","Vieques Air Link","","16"
"5333","Virgin Express","","14"
"5334","VZ Flights","","111"
"5335","Virgin Nigeria Airways","","10"
"5336","Vologda State Air Enterprise","","190"
"5337","VH-Air Industrie","","48"
"5338","VHM Schul-und-Charterflug","","15"
"5339","Vibroair Flugservice","","15"
"5340","VIP Servicios Aereos Ejecutivos","","111"
"5341","VIP Empresarial","","111"
"5342","VIF Luftahrt","","94"
"5343","Vega Aviation","","77"
"5344","Vichi","","100"
"5345","Viking Airlines","","31"
"5346","Vinair - Helicoptereos","","95"
"5347","Virgin Atlantic Airways","","19"
"5348","Viajes Ejecutivos Mexicanos","","111"
"5349","Vistajet","","4"
"5350","Viva Macau","","250"
"5351","Volare Airlines","","89"
"5352","Vueling Airlines","","60"
"5353","Vladivostok Air","","190"
"5354","Varig Log","","160"
"5355","Vertical-T Air Company","","190"
"5356","Vero Monmouth Airlines","","16"
"5357","Vipport Joint Stock Company","","190"
"5358","Viaggio Air","","82"
"5359","Voyager Airlines","","198"
"5360","Virgin Australia","","125"
"5361","Virgin Blue","","125"
"5362","VIP Air","","105"
"5363","Veteran Air","","191"
"5364","VIP-Avia","","223"
"5365","Vertair","","19"
"5366","Volare Airlines","","191"
"5367","Voar Lda","","48"
"5368","VRG Linhas Aereas","Varig","160"
"5369","Vickers Limited","","19"
"5370","Visig Operaciones Aereas","","60"
"5371","Vision Airways Corporation","","4"
"5372","Voronezh Aircraft Manufacturing Society","","190"
"5373","VASP","","160"
"5374","Virign Islands Seaplane Shuttle","","16"
"5375","Vuelos Especializados Tollocan","","111"
"5376","Vuelos Corporativos de Tehuacan","","111"
"5377","Vostok Airlines","","190"
"5378","Victor Tagle Larrain","","161"
"5379","Vointeh","","82"
"5380","Vuelos Internos Privados VIP","","162"
"5381","Vuela Bus","","111"
"5382","Vzlyet","","190"
"5383","VLM Airlines","","14"
"5384","Viking Express","","16"
"5385","Victoria International Airways","","80"
"5386","Volga Aviaexpress","","190"
"5387","WDL Aviation","","15"
"5388","WRA Inc","","16"
"5389","WSI Corporation","","16"
"5390","Walmart Aviation","","16"
"5391","Walsten Air Services","","4"
"5392","Walter I Linkoping","","31"
"5393","Wapiti Aviation","","4"
"5394","Warbelow's Air Ventures","","16"
"5395","Warwickshire Aerocentre Ltd.","","19"
"5396","Wasaya Airways","","4"
"5397","Wayraper","","168"
"5398","Weasua Air Transport Company","","63"
"5399","WebJet Linhas A","","160"
"5400","Welch Aviation","","16"
"5401","Welcome Air","","94"
"5402","Wermlandsflyg AB","","31"
"5403","West Africa Airlines","","8"
"5404","West African Air Transport","","65"
"5405","West African Airlines","","6"
"5406","West African Cargo Airlines","","66"
"5407","West Air Luxembourg","","28"
"5408","West Air Sweden","","31"
"5409","West Caribbean Airways","","164"
"5410","West Caribbean Costa Rica","","114"
"5411","West Coast Air","","4"
"5412","West Coast Airlines","","8"
